Prabhag,Sambhag,Bhag,Anchal,Sankul,Sanch Code,Sanch,Current,Reopen,Total,Support by,A/c Type,Remarks
P7,Rajsthan,Jaipur,Alwar,Ramgarh,BHRJ0611,Govindgarh,8,12,20,,,
P7,Rajsthan,Jaipur,Alwar,Ramgarh,BHRJ0612,Nowgaon,12,12,24,,,
P7,Rajsthan,Jaipur,Alwar,Ramgarh,BHRJ0613,Ramgarh,11,9,20,,,
P7,Rajsthan,Jaipur,Alwar,Tahala,BHRJ0621,Rajpurbada,19,6,25,,,
P7,Rajsthan,Jaipur,Alwar,Tahala,BHRJ0622,Tahla,16,3,19,,,
P7,Rajsthan,Jaipur,Alwar,Tahala,BHRJ0623,Pratapgarh,15,4,19,,,
P7,Rajsthan,Jaipur,Alwar,Thanagaji,BHRJ0631,Thanagaji,7,8,15,,,
P7,Rajsthan,Jaipur,Alwar,Thanagaji,BHRJ0632,Narayan Pur,20,4,24,,,
P7,Rajsthan,Jaipur,Alwar,Thanagaji,BHRJ0633,Virat Nagar,9,12,21,,,
P7,Rajsthan,Jaipur,Alwar,Tijara,BHRJ0641,Tijara,10,10,20,,,
P7,Rajsthan,Jaipur,Alwar,Tijara,BHRJ0642,Kishangarh,15,12,27,,,
P8,Maharashtra,Vidarbh,Gondiya,Salekasa,BHMH1211,Govaritola,30,0,30,,,
P8,Maharashtra,Vidarbh,Gondiya,Salekasa,BHMH1212,Bijepar,27,0,27,,,
P8,Maharashtra,Vidarbh,Gondiya,Salekasa,BHMH1213,Tirkhedi,27,0,27,,,
P8,Maharashtra,Vidarbh,Gondiya,Dewari,BHMH1221,Vadegaon,28,0,28,,,
P8,Maharashtra,Vidarbh,Gondiya,Dewari,BHMH1222,Borgaon,25,0,25,,,
P8,Maharashtra,Vidarbh,Gondiya,Dewari,BHMH1223,Chichgad,21,0,21,,,
P8,Maharashtra,Vidarbh,Gondiya,Sadah Arjuni,BHMH1231,Dawa,28,0,28,,,
P8,Maharashtra,Vidarbh,Gondiya,Sadah Arjuni,BHMH1232,Shenda,28,0,28,,,
P8,Maharashtra,Vidarbh,Gondiya,Sadah Arjuni,BHMH1242,Tigaon,25,0,25,,,
P8,Maharashtra,Vidarbh,Gondiya,Salekasa,BHMH1241,Darekasa,24,0,24,,,
P8,Maharashtra,Vidarbh,Pandarakwada,Pandharakwada,BHMH0411,Roonjha(Karanji),0,0,0,,,
P8,Maharashtra,Vidarbh,Pandarakwada,Pandharakwada,BHMH0412,Arli,21,0,21,,,
P8,Maharashtra,Vidarbh,Pandarakwada,Pandharakwada,BHMH0413,Sibla,21,0,21,,,
P8,Maharashtra,Vidarbh,Pandarakwada,Arni,BHMH0421,Akola Bazar,28,0,28,,,
P8,Maharashtra,Vidarbh,Pandarakwada,Arni,BHMH0422,Savli,21,0,21,,,
P8,Maharashtra,Vidarbh,Pandarakwada,Arni,BHMH0423,Javla,22,0,22,,,
P8,Maharashtra,Vidarbh,Pandarakwada,Ghatanji,BHMH0431,Sakhara,21,0,21,,,
P8,Maharashtra,Vidarbh,Pandarakwada,Ghatanji,BHMH0432,Yarabara,22,0,22,,,
P8,Maharashtra,Vidarbh,Pandarakwada,Ghatanji,BHMH0433,Sayatkharda,21,0,21,,,
P8,Maharashtra,Vidarbh,Pandarakwada,Ghatanji,BHMH0444,Dongarhkarda,21,0,21,,,
P8,Maharashtra,Vidarbh,Pandarakwada,Pandharakwada,BHMH0414,Mukurban,21,0,21,,,
P8,Maharashtra,Vidarbh,Paratwada,Anjangaon,BHMH0511,Tembrusonda,30,0,30,,,
P9,Maharashtra,Vidarbh,Pandarakwada,Arni,BHMH0424,Lonbehal (Patanbori),0,0,0,,,
P8,Maharashtra,Vidarbh,Paratwada,Paratwada,BHMH0513,Katkumbh,27,2,29,,,
P8,Maharashtra,Vidarbh,Paratwada,Paratwada,BHMH0533,Hatru,16,14,30,,,
P8,Maharashtra,Vidarbh,Paratwada,Paratwada,BHMH0512,Bihali,25,5,30,,,
P8,Maharashtra,Vidarbh,Paratwada,Dharni,BHMH0521,Harisal,26,4,30,,,
P8,Maharashtra,Vidarbh,Paratwada,Dharni,BHMH0522,Bijudhavdi,22,8,30,,,
P8,Maharashtra,Vidarbh,Paratwada,Dharni,BHMH0523,Sadarvadi,23,7,30,,,
P8,Maharashtra,Vidarbh,Paratwada,Anjangaon,BHMH0531,Popatkheda,23,7,30,,,
P8,Maharashtra,Vidarbh,Paratwada,Anjangaon,BHMH0532,Borala,21,9,30,,,
P8,Maharashtra,Vidarbh,Paratwada,Dharni,BHMH0525,Sawalikheda,22,8,30,,,
P8,Maharashtra,Vidarbh,Paratwada,Dharni,BHMH0524,Bairagadh,23,0,23,,,Shfted from EGS
P8,Maharashtra,Vidarbh,Paratwada,Anjangaon,BHMH0511,Tembrusonda,22,0,22,,,Shfted from EGS
P8,Maharashtra,Vidarbh,Kinvat,Mahur,BHMH0711,Mandvi,20,2,22,,,
P8,Maharashtra,Vidarbh,Kinvat,Mahur,BHMH0712,Vaai,24,1,25,,,
P8,Maharashtra,Vidarbh,Kinvat,Mahur,BHMH0713,Sarkhani,21,4,25,,,
P8,Maharashtra,Vidarbh,Kinvat,Wadhona,BHMH0721,Bodhadi,18,6,24,,,
P8,Maharashtra,Vidarbh,Kinvat,Wadhona,BHMH0722,Sahstrkund,22,0,22,,,
P8,Maharashtra,Vidarbh,Kinvat,Wadhona,BHMH0723,Sarsam,24,0,24,,,
P8,Maharashtra,Vidarbh,Kinvat,Bhokar,BHMH0731,Kinhi,25,0,25,,,
P8,Maharashtra,Vidarbh,Kinvat,Bhokar,BHMH0734,Matul,23,0,23,,,
P8,Maharashtra,Vidarbh,Kinvat,Bhokar,BHMH0733,Tamsa,23,0,23,,,
P8,Maharashtra,Vidarbh,Aalapalli,Aheri,BHMH0611,Kamlapur,27,0,27,,,
P8,Maharashtra,Vidarbh,Aalapalli,Aheri,BHMH0612,Permili,28,0,28,,,
P8,Maharashtra,Vidarbh,Aalapalli,Aheri,BHMH0614,Gimalgatta,27,0,27,,,
P8,Maharashtra,Vidarbh,Aalapalli,Etapally,BHMH0621,Todsa,27,0,27,,,
P8,Maharashtra,Vidarbh,Aalapalli,Etapally,BHMH0623,Sundarnagar,28,0,28,,,
P8,Maharashtra,Vidarbh,Aalapalli,Etapally,BHMH0613,Etapally,28,0,28,,,
P8,Maharashtra,Vidarbh,Aalapalli,indaram,BHMH0632,Bhamragad,28,0,28,,,
P8,Maharashtra,Vidarbh,Aalapalli,indaram,BHMH0631,Gitali (Endaram),29,0,29,,,
P8,Maharashtra,Vidarbh,Aalapalli,indaram,BHMH0634,Sironcha,28,0,28,,,
P8,Maharashtra,Vidarbh,Aalapalli,indaram,BHMH0633,Lagam,29,0,29,,,
P8,Maharashtra,Nashik,Wada,Wada,BHMH0134,Jhap (Gargaon),27,0,27,,,
P8,Maharashtra,Nashik,Wada,Wada,BHMH0135,Gargaon(Parali),28,0,28,,,
P8,Maharashtra,Nashik,Wada,Wada,BHMH0136,Suryamal,27,0,27,,,
P8,Maharashtra,Nashik,Wada,Mhokada,BHMH0147,Santurli,27,0,27,,,
P8,Maharashtra,Nashik,Wada,Mhokada,BHMH0148,Morhada,27,0,27,,,
P8,Maharashtra,Nashik,Wada,Mhokada,BHMH0149,Aase,27,0,27,,,
P8,Maharashtra,Nashik,Wada,Jawhar,BHMH0151,Sakur,28,0,28,,,
P8,Maharashtra,Nashik,Wada,Jawhar,BHMH0152,Vinwal,28,0,28,,,
P8,Maharashtra,Nashik,Wada,Jawhar,BHMH0153,Kokada,27,0,27,,,
P8,Maharashtra,Nashik,Wada,Vikaramgad,BHMH0162,Kare,26,0,26,,,
P8,Maharashtra,Nashik,Wada,Vikaramgad,BHMH0161,Sakhara,26,0,26,,,
P8,Maharashtra,Nashik,Ghoti,Igatpuri,BHMH1311,Ghatandevi,27,0,27,,,
P8,Maharashtra,Nashik,Ghoti,Igatpuri,BHMH1312,Vaitarna,28,0,28,,,
P8,Maharashtra,Nashik,Ghoti,Igatpuri,BHMH1313,Kaluste,25,0,25,,,
P8,Maharashtra,Nashik,Ghoti,Anjaneri,BHMH1324,Shendi,27,0,27,,,
P8,Maharashtra,Nashik,Ghoti,Anjaneri,BHMH1325,Ghatagar,27,0,27,,,
P8,Maharashtra,Nashik,Shahada,Tornmal,BHMH0224,Bilgaon,27,0,27,,,
P8,Maharashtra,Nashik,Shahada,Tornmal,BHMH0225,Madvi,27,0,27,,,
P8,Maharashtra,Nashik,Shahada,Tornmal,BHMH0226,Madalgaon,27,0,27,,,
P8,Maharashtra,Nashik,Shahada,Akalkuwa,BHMH0237,Dab,27,0,27,,,
P8,Maharashtra,Nashik,Shahada,Akalkuwa,BHMH0238,Piplkutha,27,0,27,,,
P8,Maharashtra,Nashik,Shahada,Tolda,BHMH0243,Wanyavihar,27,0,27,,,
P8,Maharashtra,Nashik,Shahada,Tolda,BHMH0241,Somawale,27,0,27,,,
P8,Maharashtra,Nashik,Shahada,Tolda,BHMH0242,Barad,27,0,27,,,
P8,Maharashtra,Nashik,Shahada,Dhadagaon,BHMH0211,Dhanaja ,27,0,27,,,
P8,Maharashtra,Nashik,Shahada,Dhadagaon,BHMH0212,Survani,27,0,27,,,
P8,Maharashtra,Nashik,Shahada,Dhadagaon,BHMH0213,Molgi,27,0,27,,,
P8,Maharashtra,Nashik,Narayangaon,Shivneri,BHMH0911,Nimgiri,26,0,26,,,
P8,Maharashtra,Nashik,Narayangaon,Shivneri,BHMH0912,Aptale,29,0,29,,,
P8,Maharashtra,Nashik,Narayangaon,Shivneri,BHMH0914,Ottur,28,0,28,,,
P8,Maharashtra,Nashik,Narayangaon,Shivneri,BHMH0913,Saroshi,25,0,25,,,
P8,Maharashtra,Nashik,Narayangaon,Bhimashankar,BHMH0921,Dehane,28,0,28,,,
P8,Maharashtra,Nashik,Narayangaon,Bhimashankar,BHMH0922,Taleghar,24,0,24,,,
P8,Maharashtra,Nashik,Narayangaon,Bhimashankar,BHMH0923,Tirpad,24,0,24,,,
P8,Maharashtra,Nashik,Narayangaon,Harichandgad,BHMH0931,Maveshi,28,0,28,,,
P8,Maharashtra,Nashik,Narayangaon,Harichandgad,BHMH0932,Shinde,28,0,28,,,
P8,Maharashtra,Nashik,Narayangaon,Harichandgad,BHMH0933,Chikalgaon,20,0,20,,,
P8,Maharashtra,Nashik,Narayangaon,Kalsubai,BHMH0951,Ambit,28,0,28,,,
P8,Maharashtra,Nashik,Narayangaon,Kalsubai,BHMH0952,Karandi,26,0,26,,,
P8,Maharashtra,Nashik,Narayangaon,Malshej,BHMH0942,Dhasai,28,0,28,,,
P8,Maharashtra,Nashik,Narayangaon,Malshej,BHMH0943,Nehadi,26,0,26,,,
P8,Maharashtra,Nashik,Narayangaon,Malshej,BHMH0944,Kopalwadi,28,0,28,,,
P8,Maharashtra,Nashik,Narayangaon,Malshej,BHMH0941,Moroshi,25,0,25,,,
P8,Maharashtra,Nashik,Nasik,Tribakeswar,BHMH0311,Ozerkhed,28,0,28,,,
P8,Maharashtra,Nashik,Nasik,Tribakeswar,BHMH0312,Thanapada,29,0,29,,,
P8,Maharashtra,Nashik,Nasik,Tribakeswar,BHMH0314,Shirsgaon,27,0,27,,,
P8,Maharashtra,Nashik,Nasik,Tribakeswar,BHMH0315,Ganeshgaon,27,0,27,,,
P8,Maharashtra,Nashik,Nasik,Tribakeswar,BHMH0316,Devargaon,28,0,28,,,
P8,Maharashtra,Nashik,Nasik,Peth,BHMH0321,Nachlondi,28,0,28,,,
P8,Maharashtra,Nashik,Nasik,Peth,BHMH0322,Karanjali,28,0,28,,,
P8,Maharashtra,Nashik,Nasik,Peth,BHMH0323,Jogmodi,28,0,28,,,
P8,Maharashtra,Nashik,Nasik,Peth,BHMH0324,Gandle,28,0,28,,,
P8,Maharashtra,Nashik,Nasik,Peth,BHMH0325,Golshi,28,0,28,,,
P8,Maharashtra,Nashik,Nasik,Surgana,BHMH0331,Pratapgadh,29,0,29,,,
P8,Maharashtra,Nashik,Nasik,Surgana,BHMH0332,Barhe,28,0,28,,,
P8,Maharashtra,Nashik,Nasik,Surgana,BHMH0333,Umbarthan,28,0,28,,,
P8,Maharashtra,Nashik,Nasik,Surgana,BHMH0335,Rakaseshbhuwan,29,0,29,,,
P8,Maharashtra,Nashik,Nasik,Surgana,BHMH0336,Khuntvihir,27,0,27,,,
P8,Maharashtra,Nashik,Nasik,Surgana,BHMH0334,Borgaon,28,0,28,,,
P8,Gujarat,South Gujarat,Bharuch,Umarpada,BHGJ0511,Khatarampura,29,0,29,,,
P8,Gujarat,South Gujarat,Bharuch,Umarpada,BHGJ0512,Sadrapani,28,2,30,,,
P8,Gujarat,South Gujarat,Bharuch,Umarpada,BHGJ0513,Jarna,25,5,30,,,
P8,Gujarat,South Gujarat,Bharuch,Netrang,BHGJ0521,Zankhavav,29,0,29,,,
P8,Gujarat,South Gujarat,Bharuch,Netrang,BHGJ0522,Vadi,26,2,28,,,
P8,Gujarat,South Gujarat,Bharuch,Netrang,BHGJ0523,Chasvad,26,1,27,,,
P8,Gujarat,South Gujarat,Bharuch,Rajpardi,BHGJ0531,Khutamba,30,0,30,,,
P8,Gujarat,South Gujarat,Bharuch,Rajpardi,BHGJ0532,Dharikheda,27,0,27,,,
P8,Gujarat,South Gujarat,Bharuch,Rajpardi,BHGJ0533,Jeshpor,26,2,28,,,
P8,Gujarat,South Gujarat,Bharuch,Valia,BHGJ0541,Rampara,30,0,30,,,
P8,Gujarat,South Gujarat,Narmada,Sagbara,BHGJ0211,Pat,29,0,29,,,
P8,Gujarat,South Gujarat,Narmada,Sagbara,BHGJ0212,Selamba,29,0,29,,,
P8,Gujarat,South Gujarat,Narmada,Sagbara,BHGJ0213,Jitnagar,29,0,29,,,
P8,Gujarat,South Gujarat,Narmada,Dediapada,BHGJ0221,Mathamogar,30,0,30,,,
P8,Gujarat,South Gujarat,Narmada,Dediapada,BHGJ0222,Vadava,29,0,29,,,
P8,Gujarat,South Gujarat,Narmada,Dediapada,BHGJ0223,Sambhunagar,30,0,30,,,
P8,Gujarat,South Gujarat,Narmada,Movi,BHGJ0231,Mojada,29,0,29,,,
P8,Gujarat,South Gujarat,Narmada,Movi,BHGJ0232,Soliya,28,0,28,,,
P8,Gujarat,South Gujarat,Narmada,Movi,BHGJ0233,Thava,29,0,29,,,
P8,Gujarat,South Gujarat,Narmada,Segva,BHGJ0243,Bhadarva(Motafafaliya),30,0,30,,,
P8,Gujarat,South Gujarat,Narmada,Segva,BHGJ0241,Dekai(Sinore),30,0,30,,,
P8,Gujarat,South Gujarat,Narmada,Segva,BHGJ0242,Gabhada(Barkodiya),30,0,30,,,
P8,Gujarat,South Gujarat,Tapi,Songad,BHGJ0111,Ukai,28,0,28,,,
P8,Gujarat,South Gujarat,Tapi,Songad,BHGJ0112,Balpur,29,0,29,,,
P8,Gujarat,South Gujarat,Tapi,Songad,BHGJ0113,Kukarmunda,29,0,29,,,
P8,Gujarat,South Gujarat,Tapi,Songad,BHGJ0114,Naranpur,28,0,28,,,
P8,Gujarat,South Gujarat,Tapi,Songad,BHGJ0115,Ota,27,0,27,,,
P8,Gujarat,South Gujarat,Tapi,Nojar,BHGJ0123,Goumukh,27,0,27,,,
P8,Gujarat,South Gujarat,Tapi,Nijar,BHGJ0124,Rayghad,28,0,28,,,
P8,Gujarat,South Gujarat,Tapi,Nijar,BHGJ0125,Voka,28,0,28,,,
P8,Gujarat,South Gujarat,Tapi,Vyara,BHGJ0131,Dolvan,27,0,27,,,
P8,Gujarat,South Gujarat,Tapi,Vyara,BHGJ0132,Nindvada,25,0,25,,,
P8,Gujarat,South Gujarat,Dang,Ahwa,BHGJ0311,Shabari,30,0,30,,,
P8,Gujarat,South Gujarat,Dang,Ahwa,BHGJ0312,Pimpari,26,0,26,,,
P8,Gujarat,South Gujarat,Dang,Ahwa,BHGJ0313,Pampasarrovar,26,0,26,,,
P8,Gujarat,South Gujarat,Dang,Dharampur,BHGJ0321,Hanavatmal,30,0,30,,,
P8,Gujarat,South Gujarat,Dang,Dharampur,BHGJ0322,Pindvad,27,0,27,,,
P8,Gujarat,South Gujarat,Dang,Dharampur,BHGJ0323,Dhamani,30,0,30,,,
P8,Gujarat,South Gujarat,Dang,Saputara,BHGJ0331,Galkund,25,0,25,,,
P8,Gujarat,South Gujarat,Dang,Saputara,BHGJ0332,Sakapatal,27,0,27,,,
P8,Gujarat,South Gujarat,Dang,Saputara,BHGJ0333,Vasda,28,0,28,,,
P8,Gujarat ,North Gujarat,Mahisagar,Kadana,BHGJ0611,Malvan,28,0,28,,,
P8,Gujarat ,North Gujarat,Mahisagar,Kadana,BHGJ0612,Divda,29,0,29,,,
P8,Gujarat ,North Gujarat,Mahisagar,Kadana,BHGJ0613,Uttarsarsva,27,0,27,,,
P8,Gujarat ,North Gujarat,Mahisagar,Kadana,BHGJ0614,Khanpur,28,0,28,,,
P8,Gujarat ,North Gujarat,Mahisagar,Hirapur,BHGJ0621,Limadiya,29,0,29,,,
P8,Gujarat ,North Gujarat,Mahisagar,Hirapur,BHGJ0622,Batakvada,28,0,28,,,
P8,Gujarat ,North Gujarat,Mahisagar,Hirapur,BHGJ0623,Ghothib,27,0,27,,,
P8,Gujarat ,North Gujarat,Mahisagar,Santrampur,BHGJ0631,Deloch,30,0,30,,,
P8,Gujarat ,North Gujarat,Mahisagar,Santrampur,BHGJ0632,Godhar,28,0,28,,,
P8,Gujarat ,North Gujarat,Mahisagar,Santrampur,BHGJ0633,Dolilimdi,27,0,27,,,
P8,Gujarat ,North Gujarat,Dahod,Jhalod,BHGJ0411,Kharsana,22,7,29,,,
P8,Gujarat ,North Gujarat,Dahod,Jhalod,BHGJ0412,Fatepura,23,7,30,,,
P8,Gujarat ,North Gujarat,Dahod,Jhalod,BHGJ0413,Sanjeli,16,14,30,,,
P8,Gujarat ,North Gujarat,Dahod,Jhalod,BHGJ0414,Limdi,23,6,29,,,
P8,Gujarat ,North Gujarat,Dahod,Limkheda,BHGJ0421,Hathidhara,23,6,29,,,
P8,Gujarat ,North Gujarat,Dahod,Limkheda,BHGJ0422,Dadhiya,25,4,29,,,
P8,Gujarat ,North Gujarat,Dahod,Limkheda,BHGJ0423,Randhikpur,18,12,30,,,
P8,Gujarat ,North Gujarat,Dahod,Sukhsar,BHGJ0431,Motanatva,25,4,29,,,
P8,Gujarat ,North Gujarat,Dahod,Sukhsar,BHGJ0432,Mirakhedi,20,9,29,,,
P8,Gujarat ,North Gujarat,Dahod,Devgadh bariya,BHGJ0441,Antela,24,6,30,,,
P8,Gujarat ,North Gujarat,Dahod,Limkheda,BHGJ0424,Dungri(Dhanpur),27,3,30,,,
P8,Gujarat ,North Gujarat,Kamboi,Sukhasar,BHGJ0433,Mangarh(Chhori),21,7,28,,,
P8,Gujarat ,North Gujarat,Kamboi,Garbada,BHGJ0451,Kedarnath(Sidhapur),15,9,24,,,
P8,Gujarat ,North Gujarat,Kamboi,Garbada,BHGJ0452,Kasla(Uzaa),15,7,22,,,
P8,Gujarat ,North Gujarat,Panchmahal,Shahera,BHGJ0812,Undara,15,0,15,,,
P8,Gujarat ,North Gujarat,Panchmahal,Morva,BHGJ0821,Toyni,13,0,13,,,
P8,Gujarat ,North Gujarat,Panchmahal,Morva,BHGJ0822,Kuvazer,10,0,10,,,
P8,Gujarat ,North Gujarat,Panchmahal,Semaliya,BHGJ0832,Semaliya(Kavabi),18,0,18,,,
P8,Gujarat ,North Gujarat,Chhota Udaipur,Kavat,BHGJ0711,Hafeshvar,18,2,20,,,
P8,Gujarat ,North Gujarat,Chhota Udaipur,Kavat,BHGJ0712,Rajvat,25,0,25,,,
P8,Gujarat ,North Gujarat,Chhota Udaipur,Kavat,BHGJ0713,Lavakoi,12,8,20,,,
P8,Gujarat ,North Gujarat,Chhota Udaipur,Tejgadh,BHGJ0721,Bhekhdiya,25,0,25,,,
P8,Gujarat ,North Gujarat,Chhota Udaipur,Tejgadh,BHGJ0722,Rangpura,25,3,28,,,
P8,Gujarat ,North Gujarat,Chhota Udaipur,Tejgadh,BHGJ0723,Zpza,16,12,28,,,
P8,Gujarat ,North Gujarat,Chhota Udaipur,Devhant,BHGJ0731,Lehvat,22,1,23,,,
P8,Gujarat ,North Gujarat,Chhota Udaipur,Devhant,BHGJ0732,Devliya,25,4,29,,,
P8,Gujarat ,North Gujarat,Chhota Udaipur,Devhant,BHGJ0733,Ghelvat,19,7,26,,,
P8,Gujarat ,North Gujarat,Chhota Udaipur,Pavijetapur,BHGJ0742,Kheda(Zolva)t,15,5,20,,,
P8,Gujarat ,North Gujarat,Chhota Udaipur,Pavijetapur,BHGJ0741,Sihod(Chihot),22,6,28,,,
P8,Gujarat ,North Gujarat,Chhota Udaipur,Pavijetapur,BHGJ0743,Khatiyavant(Zab),25,2,27,,,
P8,Gujarat ,North Gujarat,Himatnagar,Khedbharmma,BHGJ0911,Dholapana(Data),25,0,25,,,
P8,Gujarat ,North Gujarat,Himatnagar,Khedbharmma,BHGJ0912,Samlaji(Poshina),28,0,28,,,
P8,Gujarat ,North Gujarat,Himatnagar,Khedbharmma,BHGJ0913,Bhiloda(Vadali),27,0,27,,,
P9,Uttar Telangana,Hanumakonda,Hanumakonda,Manukota,BHTS0324,Varadannapeta,19,11,30,,,
P9,Uttar Telangana,Hanumakonda,Hanumakonda,Manukota,,Parakala,0,0,30,,,
P9,Uttar Telangana,Hanumakonda,Hanumakonda,Manukota,,Shayanpeta,0,0,30,,,
P9,Uttar Telangana,Hanumakonda,Hanumakonda,Manukota,,Kamalapur,0,0,30,,,
P9,Uttar Telangana,Hanumakonda,Jaya Shenkar Bhupalapally,Kataram,BHTS0513,Koyyuru,14,16,30,,,
P9,Uttar Telangana,Hanumakonda,Jaya Shenkar Bhupalapally,Kataram,BHTS0511,Mahadevupur,15,15,30,,,
P9,Uttar Telangana,Hanumakonda,Jaya Shenkar Bhupalapally,,,Kataram ,10,0,30,,,
P9,Uttar Telangana,Hanumakonda,Jaya Shenkar Bhupalapally,,,Bhupalpally,0,0,30,,,
P9,Uttar Telangana,Hanumakonda,Siddipet,Jangam,BHTS0311,Cheryal,17,13,30,,,
P9,Uttar Telangana,Hanumakonda,Siddipet,,,Madduru,10,0,30,,,
P9,Uttar Telangana,Hanumakonda,Siddipet,,,Usunnabad,0,0,30,,,
P9,Uttar Telangana,Hanumakonda,Siddipet,,,Nanganur,0,0,30,,,
P9,Uttar Telangana,Hanumakonda,Janagam,Jangam,BHTS0313,Janagama,19,11,30,,,
P9,Uttar Telangana,Hanumakonda,Janagam,Jangam,BHTS0312,Narmeta,20,10,30,,,
P9,Uttar Telangana,Hanumakonda,Janagam,Manukota,BHTS0321,Kodakandla ,17,13,30,,,
P9,Uttar Telangana,Hanumakonda,Janagam,Jangam,BHTS0314,Stn Ganapur ,15,15,30,,,
P9,Uttar Telangana,Hanumakonda,Rajanna Shirisilla,,,Thangalapally,0,0,30,,,
P9,Uttar Telangana,Hanumakonda,Rajanna Shirisilla,,,Vemulawada,0,0,30,,,
P9,Uttar Telangana,Hanumakonda,Rajanna Shirisilla,, ,Chendurthi,0,0,30,,,
P9,Uttar Telangana,Hanumakonda,Rajanna Shirisilla,,,Yellareddypet,0,0,30,,,
P9,Uttar Telangana,Manukota ,Manukota ,Manukota,BHTS0321,Manukota,16,14,30,,,
P9,Uttar Telangana,Manukota ,Manukota ,Manukota,BHTS0325,Maripeda Bangla,17,13,30,,,
P9,Uttar Telangana,Manukota ,Manukota ,,,Korivi,10,0,30,,,
P9,Uttar Telangana,Manukota ,Manukota ,,,Thorrur,10,0,30,,,
P9,Uttar Telangana,Manukota ,Manukota ,Yellendu,BHTS0812,Bayyaram,21,9,30,,,
P9,Uttar Telangana,Manukota ,Suryapet,,,Suryapet,0,0,30,,,
P9,Uttar Telangana,Manukota ,Suryapet,,,Thungaturthi,0,0,30,,,
P9,Uttar Telangana,Manukota ,Suryapet,,,Thirumalagiri,0,0,30,,,
P9,Uttar Telangana,Manukota ,Suryapet,,,Chivvemla,0,0,30,,,
P9,Uttar Telangana,Manukota ,Bhadradrikothagudem,Bhadrachalam,BHTS0821,Bhadrachalam,4,26,30,,,
P9,Uttar Telangana,Manukota ,Bhadradrikothagudem,Bhadrachalam,BHTS0822,Palwancha,13,17,30,,,
P9,Uttar Telangana,Manukota ,Bhadradrikothagudem,,,Mulukalapalli,10,0,30,,,
P9,Uttar Telangana,Manukota ,Bhadradrikothagudem,,,Yellandu,10,0,30,,,
P9,Uttar Telangana,Manukota ,Bhadradrikothagudem,Yellendu,BHTS0811,Gundala,24,6,30,,,
P9,Uttar Telangana,Manukota ,Mulugu,,,Mulugu,0,0,30,,,
P9,Uttar Telangana,Manukota ,Mulugu,,,Sammakkasarakka,0,0,30,,,
P9,Uttar Telangana,Manukota ,Mulugu,,,Mangapeta,0,0,30,,,
P9,Uttar Telangana,Manukota ,Mulugu,,,Eturinagaram,0,0,30,,,
P9,Uttar Telangana,Manukota ,Khammam,Bhadrachalam,BHTS0823,Karepally,17,13,30,,,
P9,Uttar Telangana,Manukota ,Khammam,,,Thirumalayapalem,0,0,30,,,
P9,Uttar Telangana,Manukota ,Khammam,Yellendu,BHTS0813,Kallur,21,9,30,,,
P9,Uttar Telangana,Manukota ,Khammam,,,Thallada,10,,30,,,
P9,Uttar Telangana,Karimnagar ,Adilabad,Adilabad,BHTS0411,Echoda,8,22,30,,,
P9,Uttar Telangana,Karimnagar ,Adilabad,Adilabad,BHTS0412,Boath,21,9,30,,,
P9,Uttar Telangana,Karimnagar ,Adilabad,Adilabad,BHTS0413,Gudihatnur,18,12,30,,,
P9,Uttar Telangana,Karimnagar ,Adilabad,Tallamadugu,BHTS0421,Mavala,11,19,30,,,
P9,Uttar Telangana,Karimnagar ,Adilabad,Tallamadugu,BHTS0422,Thamsi,12,18,30,,,
P9,Uttar Telangana,Karimnagar ,Adilabad,Tallamadugu,BHTS0423,Jainath,7,23,30,,,
P9,Uttar Telangana,Karimnagar ,Kamareddy,Yellareddy,BHTS0611,Yellareddy,4,26,30,,,
P9,Uttar Telangana,Karimnagar ,Kamareddy,Yellareddy,BHTS0613,Banswada,5,25,30,,,
P9,Uttar Telangana,Karimnagar ,Kamareddy,Yellareddy,BHTS0612,Bichikunda,15,15,30,,,
P9,Uttar Telangana,Karimnagar ,Kamareddy,Bodhan,BHTS0622,Thadwai,7,23,30,,,
P9,Uttar Telangana,Karimnagar ,Nizamabad,Bodhan,BHTS0621,Varni,10,20,30,,,
P9,Uttar Telangana,Karimnagar ,Nizamabad,Bodhan,BHTS0623,Bhodhan,17,13,30,,,
P9,Uttar Telangana,Karimnagar ,Nizamabad,,,Yedappaly,0,0,30,,,
P9,Uttar Telangana,Karimnagar ,Nizamabad,,,Armuru,0,0,30,,,
P9,Uttar Telangana,Karimnagar ,Peddapally,Kataram,BHTS0512,Manthani ,17,13,30,,,
P9,Uttar Telangana,Karimnagar ,Peddapally,,,Kamanpur,10,0,30,,,
P9,Uttar Telangana,Karimnagar ,Peddapally,,,Sulthanbad,0,0,30,,,
P9,Uttar Telangana,Karimnagar ,Peddapally,,,Ramagundam,0,0,30,,,
P9,Uttar Telangana,Karimnagar ,Jagithyal,Jagityal,BHTS0521,Metpally,12,18,30,,,
P9,Uttar Telangana,Karimnagar ,Jagithyal,Jagityal,BHTS0522,Raikal,5,25,30,,,
P9,Uttar Telangana,Karimnagar ,Jagithyal,Jagityal,BHTS0523,Dharmapuri,13,17,30,,,
P9,Uttar Telangana,Karimnagar ,Jagithyal,,,Jagitial,0,0,30,,,
P9,Dakshin Telangana,Palamoor ,Nagarkurnool,Achampeta,BHTS0121,Amarabad,17,13,30,,,
