Prabhag,Sambhag,Bhag,Anchal,Sankul,Sanch Code,Sanch,Current,Reopen,Total,Support by,A/c Type,Remarks
P7,Mahakoushal ,Revanchal,Mandla,Ghughari,BHMP1031,Ghughri,18,6,24,,,
P7,Mahakoushal ,Revanchal,Mandla,Ghughari,BHMP1032,Ghutas,15,12,27,,,
P7,Mahakoushal ,Revanchal,Mandla,Ghughari,BHMP1033,Anjaniya,14,11,25,,,
P7,Mahakoushal ,Revanchal,Anuppur,Anuppur,BHMP2512,Damhedi,16,12,28,,,
P7,Mahakoushal ,Revanchal,Anuppur,Anuppur,BHMP2522,Puspraj Gad,12,15,27,,,
P7,Mahakoushal ,Revanchal,Anuppur,Anuppur,BHMP2511,Anuppur,11,11,22,,,
P7,Mahakoushal ,Revanchal,Anuppur,Anuppur,BHMP2521,Karpa,15,12,27,,,
P7,Mahakoushal ,Revanchal,Anuppur,Anuppur,BHMP2513,Amarkantak(Pondi),5,22,27,,,
P7,Mahakoushal ,Revanchal,Anuppur,Anuppur,BHMP2523,Benibari,12,15,27,,,
P7,Mahakoushal ,Revanchal,Anuppur,Anuppur,BHMP2524,Jatahri,16,8,24,,,
P7,Mahakoushal ,Revanchal,Anuppur,kotma,BHMP2531,kotma,13,11,24,,,
P7,Mahakoushal ,Revanchal,Anuppur,kotma,BHMP2532,Bijuri,13,11,24,,,
P7,Mahakoushal ,Revanchal,Umariya,Umariya,BHMP1611,Umaria,13,17,30,,,
P7,Mahakoushal ,Revanchal,Umariya,Umariya,BHMP1612,Manpur,22,8,30,,,
P7,Mahakoushal ,Revanchal,Umariya,Umariya,BHMP1613,Birsinghpur pali,10,20,30,,,
P7,Mahakoushal ,Revanchal,Umariya,Umariya,BHMP1614,Nighari,17,13,30,,,
P7,Mahakoushal ,Revanchal,Umariya,Manpur,BHMP1621,Chandia,19,11,30,,,
P7,Mahakoushal ,Revanchal,Umariya,Manpur,BHMP1622,Ghunghuti,11,19,30,,,
P7,Mahakoushal ,Revanchal,Umariya,Manpur,BHMP1623,KARKELI,17,13,30,,,
P7,Mahakoushal ,Revanchal,Umariya,Byohari,BHMP1624,Kanadi,17,13,30,,,
P7,Mahakoushal ,Revanchal,Umariya,Byohari,BHMP1632,Chilehri,13,17,30,,,
P7,Mahakoushal ,Revanchal,Umariya,Bandhaogad,BHMP1641,Bandhaogad,9,21,30,,,
P7,Mahakoushal ,Revanchal,Umariya,Bandhaogad,BHMP1642,Ghulghuli,12,18,30,,,
P7,Mahakoushal ,Revanchal,Shahdol,Shahdol,BHMP2611,Sohagpur,9,17,26,,,
P7,Mahakoushal ,Revanchal,Shahdol,Shahdol,BHMP2612,Gohparu,15,12,27,,,
P7,Mahakoushal ,Revanchal,Shahdol,Shahdol,BHMP2613,Jaitpur,15,11,26,,,
P7,Mahakoushal ,Revanchal,Shahdol,Jaysinghnagar,BHMP2621,Jaysinghnagar,14,12,26,,,
P7,Mahakoushal ,Revanchal,Shahdol,Jaysinghnagar,BHMP2622,Budawa,22,4,26,,,
P7,Mahakoushal ,Revanchal,Shahdol,Jaysinghnagar,BHMP2624,Byohari,22,4,26,,,
P7,Mahakoushal ,Revanchal,Shahdol,Budhar,BHMP2631,Budhar,12,14,26,,,
P7,Mahakoushal ,Revanchal,Shahdol,Budhar,BHMP2632,Bijaha,18,10,28,,,
P7,Mahakoushal ,Revanchal,Shahdol,Budhar,BHMP2633,Singhpur,16,11,27,,,
P7,Mahakoushal ,Satpura,Baitul,Multai,BHMP2411,Dunava,15,12,27,,,
P7,Mahakoushal ,Satpura,Baitul,Multai,BHMP2412,Sarni,10,15,25,,,
P7,Mahakoushal ,Satpura,Baitul,Multai,BHMP2413,Atner,13,15,28,,,
P7,Mahakoushal ,Satpura,Baitul,Sarni,BHMP2414,Multai,17,11,28,,,
P7,Mahakoushal ,Satpura,Baitul,Sarni,BHMP2415,Amla,17,10,27,,,
P7,Mahakoushal ,Satpura,Baitul,Sarni,BHMP2416,Chicholi,13,13,26,,,
P7,Mahakoushal ,Satpura,Baitul,Atner,BHMP2417,Bhaisdeha,16,11,27,,,
P7,Mahakoushal ,Satpura,Baitul,Bordehi,BHMP2441,Prabhat Pattan,18,10,28,,,
P7,Mahakoushal ,Satpura,Baitul,Bordehi,BHMP2442,Bordehi,13,14,27,,,
P7,Mahakoushal ,Satpura,Baitul,Bordehi,BHMP2443,Sahpur,12,16,28,,,
P7,Mahakoushal ,Satpura,Narsingpur,Kareli,BHMP1811,Barman,18,8,26,,,
P7,Mahakoushal ,Satpura,Narsingpur,Kareli,BHMP1812,Kareli,14,11,25,,,
P7,Mahakoushal ,Satpura,Narsingpur,Kareli,BHMP1813,Gorakhpur,21,5,26,,,
P7,Mahakoushal ,Satpura,Narsingpur,Kareli,BHMP1814,Singhpur,12,15,27,,,
P7,Mahakoushal ,Satpura,Narsingpur,Tendukheda,BHMP1821,Tendukheda,17,9,26,,,
P7,Mahakoushal ,Satpura,Narsingpur,Tendukheda,BHMP1822,Gadarwara,14,13,27,,,
P7,Mahakoushal ,Satpura,Narsingpur,Tendukheda,BHMP1823,Mungwani,21,4,25,,,
P7,Mahakoushal ,Satpura,Narsingpur,Gotegaon,BHMP1831,Gotegaon,18,7,25,,,
P7,Mahakoushal ,Satpura,Narsingpur,Gotegaon,BHMP1832,Danghidhana,18,7,25,,,
P7,Mahakoushal ,Satpura,Narsingpur,Gotegaon,BHMP1833,Sainkheda,16,9,25,,,
P7,Mahakoushal ,Satpura,Narsingpur,Gotegaon,BHMP1834,Karakbel,18,5,23,,,
P7,Mahakoushal ,Satpura,Chhindwara,Parasia,BHMP0711,Parasia,17,7,24,,,
P7,Mahakoushal ,Satpura,Chhindwara,Parasia,BHMP0712,Damua,19,4,23,,,
P7,Mahakoushal ,Satpura,Chhindwara,Parasia,BHMP0713,Junnardeo,10,13,23,,,
P7,Mahakoushal ,Satpura,Chhindwara,Parasia,BHMP0714,Tamia,15,6,21,,,
P7,Mahakoushal ,Satpura,Chhindwara,Amarwara,BHMP0731,Amarwara,21,2,23,,,
P7,Mahakoushal ,Satpura,Chhindwara,Amarwara,BHMP0732,Singodi,16,8,24,,,
P7,Mahakoushal ,Satpura,Chhindwara,Amarwara,BHMP0734,Harrai,17,5,22,,,
P7,Mahakoushal ,Satpura,Chhindwara,Amarwara,BHMP0735,Chourai,17,5,22,,,
P7,Mahakoushal ,Satpura,Chhindwara,Sausar,BHMP0741,Sausar,13,9,22,,,
P7,Mahakoushal ,Satpura,Chhindwara,Sausar,BHMP0742,Mohkhed,19,4,23,,,
P7,Mahakoushal ,Satpura,Chhindwara,Sausar,BHMP0744,Lodhikhera,15,8,23,,,
P7,Mahakoushal ,Satpura,Chhindwara,Sausar,BHMP0745,Bichua,14,9,23,,,
P7,Mahakoushal ,Satpura,Seoni,Keolari,BHMP0911,Palari,12,10,22,,,
P7,Mahakoushal ,Satpura,Seoni,Keolari,BHMP0912,Keolari,13,12,25,,,
P7,Mahakoushal ,Satpura,Seoni,Keolari,BHMP0913,PandeChhapara,12,10,22,,,
P7,Mahakoushal ,Satpura,Seoni,Lakhanadon,BHMP0914,Lakhnadon,8,14,22,,,
P7,Mahakoushal ,Satpura,Seoni,Lakhanadon,BHMP0921,Dhuma,14,10,24,,,
P7,Mahakoushal ,Satpura,Seoni,Lakhanadon,BHMP0922,Adegaon,12,12,24,,,
P7,Mahakoushal ,Satpura,Seoni,Lakhanadon,BHMP0923,Chhapara,20,3,23,,,
P7,Mahakoushal ,Satpura,Seoni,Keolari,BHMP0924,Ganesh Ganj,13,10,23,,,
P7,Mahakoushal ,Satpura,Seoni,Ghansor,BHMP0931,Dhanora,16,7,23,,,
P7,Mahakoushal ,Satpura,Seoni,Ghansor,BHMP0932,Ghanshor,9,13,22,,,
P7,Mahakoushal ,Satpura,Seoni,Ghansor,BHMP0933,Sikhara,17,5,22,,,
P7,Mahakoushal ,Satpura,Seoni,Ghansor,BHMP0934,Mungwani,12,10,22,,,
P7,Mahakoushal ,Satpura,Balaghat,Baihar,BHMP1212,Pandu Tola,16,7,23,,,
P7,Mahakoushal ,Satpura,Balaghat,Baihar,BHMP1214,Shlehtekri,22,4,26,,,
P7,Mahakoushal ,Satpura,Balaghat,Lanji,BHMP1221,Kirnapur,8,9,17,,,
P7,Mahakoushal ,Satpura,Balaghat,Lanji,BHMP1222,Bhanegaon,14,8,22,,,
P7,Mahakoushal ,Satpura,Balaghat,Lanji,BHMP1223,Lanji,20,5,25,,,
P7,Mahakoushal ,Satpura,Balaghat,Malanjkhand,BHMP1231,Lamta,20,5,25,,,
P7,Mahakoushal ,Satpura,Balaghat,Malanjkhand,BHMP1232,Gadhi,10,10,20,,,
P7,Mahakoushal ,Satpura,Balaghat,Malanjkhand,BHMP1233,Bithali,16,7,23,,,
P7,Mahakoushal ,Satpura,Balaghat,Malanjkhand,BHMP1234,Ukwa,20,5,25,,,
P7,Mahakoushal ,Sharda,Jabalpur,Bargikoloni,BHMP2311,Bargi,26,,26,,,
P7,Mahakoushal ,Sharda,Jabalpur,Bargikoloni,BHMP2312,Kundum,16,13,29,,,
P7,Mahakoushal ,Sharda,Jabalpur,Bargikoloni,BHMP2313,Sihora,11,19,30,,,
P7,Mahakoushal ,Sharda,Jabalpur,Bhedaghat,BHMP2324,Barela,22,6,28,,,
P7,Mahakoushal ,Sharda,Jabalpur,Bhedaghat,BHMP2323,Bhedaghat,10,11,21,,,
P7,Mahakoushal ,Sharda,Jabalpur,Bhedaghat,BHMP2321,Sahpura,20,9,29,,,
P7,Mahakoushal,Sharda,Jabalpur,Bhedaghat,BHMP2322,majholi,18,6,24,,,
P7,Mahakoushal,Sharda,Jabalpur,Maneri,BHMP2332,Chorai,20,8,28,,,
P7,Mahakoushal,Sharda,Jabalpur,Maneri,BHMP2333,Magela,10,15,25,,,
P7,Mahakoushal,Sharda,Jabalpur,Maneri,BHMP2331,Baghraji,13,14,27,,,
P7,Mahakoushal,Sharda,Jabalpur,Maneri,BHMP2334,Maneri,11,14,25,,,
P7,Mahakoushal,Sharda,Damoh,Bandhukapur,BHMP1911,Hindoriya,16,10,26,,,
P7,Mahakoushal,Sharda,Damoh,Bandhukapur,BHMP1912,Hata,6,22,28,,,
P7,Mahakoushal,Sharda,Damoh,Bandhukapur,BHMP1913,Bandakpur,13,16,29,,,
P7,Mahakoushal,Sharda,Damoh,pathariya,BHMP1921,Kumhari,14,12,26,,,
P7,Mahakoushal,Sharda,Damoh,pathariya,BHMP1922,Pathariya,18,7,25,,,
P7,Mahakoushal,Sharda,Damoh,pathariya,BHMP1923,Batiyagad,10,18,28,,,
P7,Mahakoushal,Sharda,Damoh,Nohta,BHMP1931,Hinota,10,16,26,,,
P7,Mahakoushal,Sharda,Damoh,Nohta,BHMP1932,Jabera,5,22,27,,,
P7,Mahakoushal,Sharda,Damoh,Nohta,BHMP1933,Nohta,6,19,25,,,
P7,Mahakoushal,Sharda,Damoh,Nohta,BHMP1934,Tendukheda,3,24,27,,,
P7,Mahakoushal,Sharda,Sagar,Garhakota,BHMP2711,Garhakota,15,10,25,,,
P7,Mahakoushal,Sharda,Sagar,Garhakota,BHMP2712,Rehli,12,4,16,,,
P7,Mahakoushal,Sharda,Sagar,Garhakota,BHMP2713,Shahpur,16,9,25,,,
P7,Mahakoushal,Sharda,Sagar,Rahatgad,BHMP2721,Gorjhamar,17,8,25,,,
P7,Mahakoushal,Sharda,Sagar,Rahatgad,BHMP2722,Banda,18,5,23,,,
P7,Mahakoushal,Sharda,Sagar,Rahatgad,BHMP2723,Devri,20,3,23,,,
P7,Mahakoushal,Sharda,Sagar,SHAHGADH,BHMP2731,Shahgadh,16,9,25,,,
P7,Mahakoushal,Sharda,Sagar,SHAHGADH,BHMP2732,Parsoriya,21,3,24,,,
P7,Mahakoushal,Sharda,Sagar,SHAHGADH,BHMP2733,Rahatgad,20,10,30,,,
P7,Mahakoushal,Sharda,Katani,Timarkheda,BHMP2011,Timarkheda,9,21,30,,,
P7,Mahakoushal,Sharda,Katani,Timarkheda,BHMP2012,Badwara,9,19,28,,,
P7,Mahakoushal,Sharda,Katani,Timarkheda,BHMP2013,Panumaria,20,10,30,,,
P7,Mahakoushal,Sharda,Katani,Mudwara,BHMP2021,Mudwara,18,12,30,,,
P7,Mahakoushal,Sharda,Katani,Mudwara,BHMP2022,Slimnabad,20,10,30,,,
P7,Mahakoushal,Sharda,Katani,Mudwara,BHMP2023,vijayrtaghvgad,8,21,29,,,
P7,Mahakoushal,Sharda,Katani,Bahoriband,BHMP2031,Bahoriband,20,9,29,,,
P7,Mahakoushal,Sharda,Katani,Bahoriband,BHMP2032,Rithi,18,12,30,,,
P7,Mahakoushal,Sharda,Katani,Bahoriband,BHMP2033,Bilahri,12,16,28,,,
P7,Mahakoushal ,Sharda,Chhattarpur,Chatarpur,BHMP1711,Chatarpur,0,26,26,,,
P7,Mahakoushal ,Sharda,Chhattarpur,Chatarpur,BHMP1712,Badamlhara,18,11,29,,,
P7,Mahakoushal ,Sharda,Chhattarpur,Chatarpur,BHMP1713,Vijavar,15,9,24,,,
P7,Mahakoushal ,Sharda,Chhattarpur,Khujraho,BHMP1721,Navgaon,15,12,27,,,
P7,Mahakoushal ,Sharda,Chhattarpur,Khujraho,BHMP1722,Khujraho,17,10,27,,,
P7,Mahakoushal ,Sharda,Chhattarpur,Khujraho,BHMP1723,Laokus Nagar,10,16,26,,,
P7,Mahakoushal ,Sharda,Chhattarpur,Kishangadh,BHMP1731,Chandla,7,18,25,,,
P7,Mahakoushal ,Sharda,Chhattarpur,Kishangadh,BHMP1732,Kishangadh,18,9,27,,,
P7,Mahakoushal ,Sharda,Chhattarpur,Kishangadh,BHMP1733,Bakswash,10,11,21,,,
P7,Mahakoushal ,Sharda,Satna,MAIHAR,BHMP2811,Maihar,8,16,24,,,
P7,Mahakoushal ,Sharda,Satna,MAIHAR,BHMP2812,Sohawal,3,20,23,,,
P7,Mahakoushal ,Sharda,Satna,MAIHAR,BHMP2813,Amar Patan,4,20,24,,,
P7,Mahakoushal ,Sharda,Satna,UCHEHRA,BHMP2821,Uchehara,14,16,30,,,
P7,Mahakoushal ,Sharda,Satna,UCHEHRA,BHMP2822,Nagodh,8,15,23,,,
P7,Mahakoushal ,Sharda,Satna,UCHEHRA,BHMP2823,Rampur Bhaghalan,1,23,24,,,
P7,Mahakoushal ,Sharda,Satna,RAMPUR BHAGHLAN,BHMP2831,Ramnagar,10,15,25,,,
P7,Mahakoushal ,Sharda,Satna,RAMPUR BHAGHLAN,BHMP2832,Majhagwan,12,16,28,,,
P7,Rajsthan,Jodhpur,Bhinmal,Sanchore,BHRJ0511,Jhab,19,3,22,,,
P7,Rajsthan,Jodhpur,Bhinmal,Sanchore,BHRJ0512,Bichavari,15,,15,,,
P7,Rajsthan,Jodhpur,Bhinmal,Sanchore,BHRJ0513,Hadecha,17,2,19,,,
P7,Rajsthan,Jodhpur,Bhinmal,Sanchore,BHRJ0514,Ramsin,20,2,22,,,
P7,Rajsthan,Jodhpur,Bhinmal,Bheenmal,BHRJ0521,Bheenmal,17,3,20,,,
P7,Rajsthan,Jodhpur,Bhinmal,Bheenmal,BHRJ0522,Raniwada,18,,18,,,
P7,Rajsthan,Jodhpur,Bhinmal,Bheenmal,BHRJ0523,Jaswantpura,18,2,20,,,
P7,Rajsthan,Jodhpur,Bhinmal,Gudda,BHRJ0531,Gudda,12,9,21,,,
P7,Rajsthan,Jodhpur,Bhinmal,Gudda,BHRJ0532,Gandhaw,19,7,26,,,
P7,Rajsthan,Jodhpur,Bhinmal,Gudda,BHRJ0533,Dhorimina,8,12,20,,,
P7,Rajsthan,Jodhpur,Bhinmal,Bagoda,BHRJ0541,Modran,8,10,18,,,
P7,Rajsthan,Jodhpur,Jaisalmer,Jaisalmer,BHRJ1511,Ramgarh,7,18,25,,,
P7,Rajsthan,Jodhpur,Jaisalmer,Jaisalmer,BHRJ1512,Mohangarh,8,15,23,,,
P7,Rajsthan,Jodhpur,Jaisalmer,Jaisalmer,BHRJ1513,Jaisalmer,6,12,18,,,
P7,Rajsthan,Jodhpur,Jaisalmer,Pokhran,BHRJ1521,Pokhran,8,19,27,,,
P7,Rajsthan,Jodhpur,Ganga Nagar (Abohar),Ganganagar,BHPB0912,Ganganagar,0,30,30,,,Shfted From Punjab As per DCP
P7,Rajsthan,Jodhpur,Ganga Nagar (Abohar),Pilibanga,BHPB0922,Hanuman Ghar,0,30,30,,,Shfted From Punjab As per DCP
P7,Rajsthan,Jodhpur,Ganga Nagar (Abohar),Pilibanga,BHPB0923,Anupghar,0,30,30,,,Shfted From Punjab As per DCP
P7,Rajsthan,Jodhpur,Ganga Nagar (Abohar),Ganganagar,BHPB0911,Usamankheda,0,30,30,,,Shfted From Punjab As per DCP
P7,Rajsthan,Jodhpur,Ganga Nagar (Abohar),Ganganagar,BHPB0913,Lalgarh,0,30,30,,,Shfted From Punjab As per DCP
P7,Rajsthan,Jodhpur,Ganga Nagar (Abohar),Pilibanga,BHPB0921,Pilibanga,0,30,30,,,Shfted From Punjab As per DCP
P7,Rajsthan,Jodhpur,Sirohi,Sroopganj,BHRJ0711,Pindwara,22,4,26,,,
P7,Rajsthan,Jodhpur,Sirohi,Sroopganj,BHRJ0712,Krishnaganj,17,11,28,,,
P7,Rajsthan,Jodhpur,Sirohi,Sroopganj,BHRJ0713,Sroopgang,10,6,16,,,
P7,Rajsthan,Jodhpur,Sirohi,Aburoad,BHRJ0721,Manpur,14,3,17,,,
P7,Rajsthan,Jodhpur,Sirohi,Aburoad,BHRJ0722,Aspur,9,9,18,,,
P7,Rajsthan,Jodhpur,Sirohi,Aburoad,BHRJ0723,Deldar,11,8,19,,,
P7,Rajsthan,Jodhpur,Sirohi,Aburoad,BHRJ0724,Reavdar,19,4,23,,,
P7,Rajsthan,Jodhpur,Sirohi,Rohida,BHRJ0731,Siyava,11,9,20,,,
P7,Rajsthan,Jodhpur,Sirohi,Rohida,BHRJ0732,Bhula,14,7,21,,,
P7,Rajsthan,Jodhpur,Sirohi,Rohida,BHRJ0733,Vasa,16,7,23,,,
P7,Rajsthan,Jodhpur,Pali,Bali,BHRJ0811,Sevadi,8,6,14,,,
P7,Rajsthan,Jodhpur,Pali,Bali,BHRJ0813,Nana,22,2,24,,,
P7,Rajsthan,Jodhpur,Pali,Bali,BHRJ0814,BEDA,11,3,14,,,
P7,Rajsthan,Jodhpur,Pali,SADRI,BHRJ0822,DESURI,17,7,24,,,
P7,Rajsthan,Jodhpur,Pali,SADRI,BHRJ0823,NADOL,12,10,22,,,
P7,Rajsthan,Jodhpur,Pali,SADRI,BHRJ0824,Khawara,13,3,16,,,
P7,Rajsthan,Jodhpur,Pali,SADRI,BHRJ0825,Sadri,16,6,22,,,
P7,Rajsthan,Jodhpur,Pali,Sumerpur,BHRJ0831,Sanerav,16,2,18,,,
P7,Rajsthan,Jodhpur,Pali,Sumerpur,BHRJ0832,Rani,16,6,22,,,
P7,Rajsthan,Jodhpur,Pali,Sumerpur,BHRJ0833,Takat Gad,15,5,20,,,
P7,Rajsthan,Jodhpur,Badmer,Chouhatan,BHRJ1411,Sedwa,15,7,22,,,
P7,Rajsthan,Jodhpur,Badmer,Chouhatan,BHRJ1412,Chouhatan,9,9,18,,,
P7,Rajsthan,Jodhpur,Badmer,Chouhatan,BHRJ1413,Barmer,20,4,24,,,
P7,Rajsthan,Jodhpur,Badmer,Sindhari,BHRJ1421,Nokhda,12,11,23,,,
P7,Rajsthan,Jodhpur,Badmer,Sindhari,BHRJ1422,Sindhari,12,2,14,,,
P7,Rajsthan,Jodhpur,Badmer,Sindhari,BHRJ1423,Bhatala,13,10,23,,,
P7,Rajsthan,Chittorgarh,Ajmer,Puskar,BHRJ0322,Pisagan,29,,29,,,
P7,Rajsthan,Chittorgarh,Ajmer,Puskar,BHRJ0323,Puskar,26,2,28,,,
P7,Rajsthan,Chittorgarh,Ajmer,Puskar,BHRJ0324,Mangliyawas,0,0,0,,,Sift In EGS
P7,Rajsthan,Chittorgarh,Ajmer,Puskar,BHRJ0325,Kishangarh,8,19,27,,,
P7,Rajsthan,Chittorgarh,Ajmer,Beawar,BHRJ0331,Ramgarh,26,1,27,,,
P7,Rajsthan,Chittorgarh,Ajmer,Beawar,BHRJ0333,Chang,29,,29,,,
P7,Rajsthan,Chittorgarh,Ajmer,Beawar,BHRJ0334,Masuda,28,,28,,,
P7,Rajsthan,Chittorgarh,Ajmer,Nasirabad,BHRJ0341,Ramser,26,,26,,,
P7,Rajsthan,Chittorgarh,Ajmer,Nasirabad,BHRJ0342,Bandhanwada,26,,26,,,
P7,Rajsthan,Chittorgarh,Ajmer,Nasirabad,BHRJ0344,Srinagar,25,,25,,,
P7,Rajsthan,Chittorgarh,Ajmer,Jawaja,BHRJ0351,Bar,29,,29,,,
P7,Rajsthan,Chittorgarh,Ajmer,Jawaja,BHRJ0352,Jawaja,30,,30,,,
P7,Rajsthan,Chittorgarh,Ajmer,Jawaja,BHRJ0353,Rajiyavas,30,,30,,,
P7,Rajsthan,Chittorgarh,Baran,Chhabra,BHRJ0911,Kelwada,18,9,27,,,
P7,Rajsthan,Chittorgarh,Baran,Chhabra,BHRJ0912,Sahabad,20,6,26,,,
P7,Rajsthan,Chittorgarh,Baran,Chhabra,BHRJ0913,Kishanganj,20,6,26,,,
P7,Rajsthan,Chittorgarh,Baran,Shahabad,BHRJ0921,Samraniya,15,12,27,,,
P7,Rajsthan,Chittorgarh,Baran,Shahabad,BHRJ0922,Relawan,19,5,24,,,
P7,Rajsthan,Chittorgarh,Baran,Shahabad,BHRJ0923,Kasba Thana,19,7,26,,,
P7,Rajsthan,Chittorgarh,Baran,Chawada,BHRJ0931,Chawada,21,4,25,,,
P7,Rajsthan,Chittorgarh,Baran,Chawada,BHRJ0932,Ataru,27,1,28,,,
P7,Rajsthan,Chittorgarh,Baran,Chawada,BHRJ0933,Fategarh,21,4,25,,,
P7,Rajsthan,Chittorgarh,Baran,Chhabra,BHRJ0941,Kawai,21,1,22,,,
P7,Rajsthan,Chittorgarh,Chittor,Chittor,BHRJ1211,Chittor,24,4,28,,,
P7,Rajsthan,Chittorgarh,Chittor,Chittor,BHRJ1212,Abhypur,20,9,29,,,
P7,Rajsthan,Chittorgarh,Chittor,Chittor,BHRJ1213,Vijaypur,23,5,28,,,
P7,Rajsthan,Chittorgarh,Chittor,Begu,BHRJ1221,Chechi,0,24,24,,,
P7,Rajsthan,Chittorgarh,Chittor,Begu,BHRJ1222,Parsoli,22,5,27,,,
P7,Rajsthan,Chittorgarh,Chittor,Begu,BHRJ1223,Begu,24,1,25,,,
P7,Rajsthan,Chittorgarh,Chittor,Kanera,BHRJ1231,Kanera,0,27,27,,,
P7,Rajsthan,Chittorgarh,Chittor,Kanera,BHRJ1232,Choti Saddi [Kelly],25,4,29,,,
P7,Rajsthan,Chittorgarh,Chittor,Kanera,BHRJ1233,Ravatbhata(Arniya Joshi),14,14,28,,,
P7,Rajsthan,Chittorgarh,Jhadoul,Kherwada,BHRJ0211,Phalasiya,13,0,13,,,Sift In EGS
P7,Rajsthan,Chittorgarh,Jhadoul,Kherwada,BHRJ0212,Bavalvada,20,3,23,,,
P7,Rajsthan,Chittorgarh,Jhadoul,Kherwada,BHRJ0213,Nayagoan,24,6,30,,,
P7,Rajsthan,Chittorgarh,Jhadoul,Kherwada,BHRJ0214,Sagwada,23,1,24,,,
P7,Rajsthan,Chittorgarh,Jhadoul,Jhadol,BHRJ0221,Baghpura,18,6,24,,,
P7,Rajsthan,Chittorgarh,Jhadoul,Jhadol,BHRJ0222,ODA,24,2,26,,,
P7,Rajsthan,Chittorgarh,Jhadoul,Jhadol,BHRJ0223,Jhadol,23,1,24,,,
P7,Rajsthan,Chittorgarh,Jhadoul,Jhadol,BHRJ0224,Javarmaince,20,6,26,,,
P7,Rajsthan,Chittorgarh,Jhadoul,Koliari,BHRJ0241,Pai,24,4,28,,,
P7,Rajsthan,Chittorgarh,Jhadoul,Koliari,BHRJ0242,Keseriyaji,20,8,28,,,
P7,Rajsthan,Chittorgarh,Jhadoul,Koliari,BHRJ0243,Amood,19,2,21,,,
P7,Rajsthan,Chittorgarh,Jhadoul,Gogunda,BHRJ0251,Ogna,22,5,27,,,
P7,Rajsthan,Chittorgarh,Jhadoul,Gogunda,BHRJ0252,Deaya,16,3,19,,,
P7,Rajsthan,Chittorgarh,Jhadoul,Gogunda,BHRJ0253,Gogunda,19,6,25,,,
P7,Rajsthan,Jaipur,Bharatpur,Deeg,BHRJ0411,Nagar,23,,23,,,
P7,Rajsthan,Jaipur,Bharatpur,Deeg,BHRJ0412,Pahadi,18,4,22,,,
P7,Rajsthan,Jaipur,Bharatpur,Deeg,BHRJ0413,Deeg,13,5,18,,,
P7,Rajsthan,Jaipur,Bharatpur,Deeg,BHRJ0414,Kumher,16,8,24,,,
P7,Rajsthan,Jaipur,Bharatpur,Kaama,BHRJ0421,Kaama,13,5,18,,,
P7,Rajsthan,Jaipur,Bharatpur,Kaama,BHRJ0422,Seekri,15,6,21,,,
P7,Rajsthan,Jaipur,Bharatpur,Kaama,BHRJ0423,Jurehara,14,5,19,,,
P7,Rajsthan,Jaipur,Bharatpur,Laxmangarh,BHRJ0431,Laxmangarh,23,1,24,,,
P7,Rajsthan,Jaipur,Bharatpur,Laxmangarh,BHRJ0432,Kathumar,13,,13,,,
P7,Rajsthan,Jaipur,Bharatpur,Laxmangarh,BHRJ0433,Barodamev,21,6,27,,,
P7,Rajsthan,Jaipur,Karoli,Mahaveer Ji,BHRJ1031,Todabhim,12,10,22,,,
P7,Rajsthan,Jaipur,Karoli,Kailadevi,BHRJ1011,Masalpur,19,4,23,,,
P7,Rajsthan,Jaipur,Karoli,Kailadevi,BHRJ1012,Sherpur,18,7,25,,,
P7,Rajsthan,Jaipur,Karoli,Kailadevi,BHRJ1013,Kheda,14,2,16,,,
P7,Rajsthan,Jaipur,Karoli,Kailadevi,BHRJ1021,Kailadevi,24,3,27,,,
P7,Rajsthan,Jaipur,Karoli,Kailadevi,BHRJ1022,Sapotra,18,4,22,,,
P7,Rajsthan,Jaipur,Karoli,Kailadevi,BHRJ1023,Karanpur,20,6,26,,,
P7,Rajsthan,Jaipur,Karoli,Mahaveer Ji,BHRJ1032,Langra,16,7,23,,,
P7,Rajsthan,Jaipur,Karoli,Mahaveer Ji,BHRJ1033,Kurgoan,18,7,25,,,
P7,Rajsthan,Jaipur,Karoli,Mandrayal,BHRJ1041,Sarmathura,23,1,24,,,
P7,Rajsthan,Jaipur,Karoli,Mandrayal,BHRJ1042,Madrayal,23,2,25,,,
P7,Rajsthan,Jaipur,Sawaimadhopur,Malarana,BHRJ1111,Malarana,19,7,26,,,
P7,Rajsthan,Jaipur,Sawaimadhopur,Malarana,BHRJ1112,Khandar,24,1,25,,,
P7,Rajsthan,Jaipur,Sawaimadhopur,Malarana,BHRJ1113,Boli,14,11,25,,,
P7,Rajsthan,Jaipur,Sawaimadhopur,Malarana,BHRJ1114,Mitrpura,16,2,18,,,
P7,Rajsthan,Jaipur,Sawaimadhopur,Chauth Ka Barwada,BHRJ1121,Chauth Ka Barwada,20,2,22,,,
P7,Rajsthan,Jaipur,Sawaimadhopur,Chauth Ka Barwada,BHRJ1122,Banetha,0,19,19,,,
P7,Rajsthan,Jaipur,Sawaimadhopur,Chauth Ka Barwada,BHRJ1123,Bhagwatgarh,19,7,26,,,
P7,Rajsthan,Jaipur,Sawaimadhopur,Chauth Ka Barwada,BHRJ1124,Jhilay,19,4,23,,,
P7,Rajsthan,Jaipur,Sawaimadhopur,Phalodi,BHRJ1131,Phalodi,16,5,21,,,
P7,Rajsthan,Jaipur,Sawaimadhopur,Phalodi,BHRJ1132,Baler,11,7,18,,,
